Treatment,Replicate,Settling,Number,Transfer
YPD,1,no,3,24
YPD,1,no,2,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,2,24
YPD,1,no,2,24
YPD,1,no,1,24
YPD,1,no,5,24
YPD,1,no,3,24
YPD,1,no,4,24
YPD,1,no,3,24
YPD,1,no,2,24
YPD,1,no,1,24
YPD,1,no,3,24
YPD,1,no,3,24
YPD,1,no,4,24
YPD,1,no,1,24
YPD,1,no,2,24
YPD,1,no,4,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,2,24
YPD,1,no,9,24
YPD,1,no,2,24
YPD,1,no,4,24
YPD,1,no,2,24
YPD,1,no,2,24
YPD,1,no,1,24
YPD,1,no,3,24
YPD,1,no,4,24
YPD,1,no,4,24
YPD,1,no,3,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,3,24
YPD,1,no,2,24
YPD,1,no,4,24
YPD,1,no,2,24
YPD,1,no,1,24
YPD,1,no,1,24
YPD,1,no,2,24
YPD,1,no,2,24
YPD,1,no,1,24
YPD,1,no,4,24
YPD,1,no,4,24
YPD,1,no,2,24
YPD,1,no,6,24
YPD,1,no,1,24
YPD,1,no,3,24
YPD,1,no,4,24
YPD,1,no,1,24
YPD,1,no,2,24
YPD,1,no,4,24
YPD,1,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,4,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,4,24
YPD,2,no,4,24
YPD,2,no,4,24
YPD,2,no,2,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,4,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,7,24
YPD,2,no,4,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,4,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,3,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,4,24
YPD,2,no,2,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,3,24
YPD,2,no,1,24
YPD,2,no,5,24
YPD,2,no,2,24
YPD,2,no,3,24
YPD,2,no,2,24
YPD,2,no,2,24
YPD,2,no,4,24
YPD,2,no,2,24
YPD,2,no,2,24
YPD,2,no,1,24
YPD,2,no,1,24
YPD,2,no,2,24
YPD,2,no,2,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,5,24
YPD,3,no,4,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,4,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,3,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,4,24
YPD,3,no,3,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,3,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,3,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,3,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,3,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,3,24
YPD,3,no,5,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,9,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,3,24
YPD,3,no,3,24
YPD,3,no,2,24
YPD,3,no,3,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,5,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,2,24
YPD,3,no,2,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,1,24
YPD,3,no,3,24
YPD,3,no,4,24
YPD,3,no,5,24
YPD,3,no,2,24
YPD,4,no,5,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,4,24
YPD,4,no,2,24
YPD,4,no,3,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,4,24
YPD,4,no,3,24
YPD,4,no,2,24
YPD,4,no,4,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,3,24
YPD,4,no,2,24
YPD,4,no,5,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,5,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,4,24
YPD,4,no,3,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,9,24
YPD,4,no,3,24
YPD,4,no,2,24
YPD,4,no,3,24
YPD,4,no,5,24
YPD,4,no,4,24
YPD,4,no,1,24
YPD,4,no,3,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,4,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,4,24
YPD,4,no,4,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,4,24
YPD,4,no,2,24
YPD,4,no,4,24
YPD,4,no,3,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,2,24
YPD,4,no,4,24
YPD,4,no,1,24
YPD,4,no,3,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,4,24
YPD,4,no,1,24
YPD,4,no,3,24
YPD,4,no,4,24
YPD,4,no,4,24
YPD,4,no,2,24
YPD,4,no,6,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,3,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,1,24
YPD,4,no,1,24
YPD,4,no,4,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,2,24
YPD,4,no,3,24
YPD,4,no,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,5,24
YPDSET,1,yes,3,24
YPDSET,1,yes,1,24
YPDSET,1,yes,3,24
YPDSET,1,yes,4,24
YPDSET,1,yes,1,24
YPDSET,1,yes,5,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,3,24
YPDSET,1,yes,4,24
YPDSET,1,yes,3,24
YPDSET,1,yes,1,24
YPDSET,1,yes,3,24
YPDSET,1,yes,6,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,3,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,4,24
YPDSET,1,yes,2,24
YPDSET,1,yes,3,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,4,24
YPDSET,1,yes,4,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,9,24
YPDSET,1,yes,3,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,3,24
YPDSET,1,yes,4,24
YPDSET,1,yes,2,24
YPDSET,1,yes,3,24
YPDSET,1,yes,4,24
YPDSET,1,yes,2,24
YPDSET,1,yes,3,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,3,24
YPDSET,1,yes,5,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,4,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,4,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,3,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,6,24
YPDSET,1,yes,4,24
YPDSET,1,yes,2,24
YPDSET,1,yes,3,24
YPDSET,1,yes,5,24
YPDSET,1,yes,3,24
YPDSET,1,yes,2,24
YPDSET,1,yes,3,24
YPDSET,1,yes,4,24
YPDSET,1,yes,3,24
YPDSET,1,yes,3,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,2,24
YPDSET,1,yes,1,24
YPDSET,1,yes,2,24
YPDSET,1,yes,6,24
YPDSET,1,yes,5,24
YPDSET,1,yes,3,24
YPDSET,1,yes,3,24
YPDSET,1,yes,1,24
YPDSET,1,yes,1,24
YPDSET,2,yes,12,24
YPDSET,2,yes,1,24
YPDSET,2,yes,3,24
YPDSET,2,yes,1,24
YPDSET,2,yes,2,24
YPDSET,2,yes,5,24
YPDSET,2,yes,2,24
YPDSET,2,yes,4,24
YPDSET,2,yes,1,24
YPDSET,2,yes,10,24
YPDSET,2,yes,4,24
YPDSET,2,yes,1,24
YPDSET,2,yes,4,24
YPDSET,2,yes,2,24
YPDSET,2,yes,2,24
YPDSET,2,yes,7,24
YPDSET,2,yes,1,24
YPDSET,2,yes,3,24
YPDSET,2,yes,1,24
YPDSET,2,yes,3,24
YPDSET,2,yes,2,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,2,24
YPDSET,2,yes,3,24
YPDSET,2,yes,8,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,1,24
YPDSET,2,yes,4,24
YPDSET,2,yes,2,24
YPDSET,2,yes,3,24
YPDSET,2,yes,4,24
YPDSET,2,yes,4,24
YPDSET,2,yes,3,24
YPDSET,2,yes,2,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,1,24
YPDSET,2,yes,1,24
YPDSET,2,yes,20,24
YPDSET,2,yes,19,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,1,24
YPDSET,2,yes,4,24
YPDSET,2,yes,5,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,2,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,5,24
YPDSET,2,yes,1,24
YPDSET,2,yes,3,24
YPDSET,2,yes,7,24
YPDSET,2,yes,2,24
YPDSET,2,yes,3,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,3,24
YPDSET,2,yes,2,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,1,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,4,24
YPDSET,2,yes,15,24
YPDSET,2,yes,3,24
YPDSET,2,yes,1,24
YPDSET,2,yes,2,24
YPDSET,2,yes,7,24
YPDSET,2,yes,4,24
YPDSET,2,yes,3,24
YPDSET,2,yes,5,24
YPDSET,2,yes,4,24
YPDSET,2,yes,2,24
YPDSET,2,yes,5,24
YPDSET,2,yes,5,24
YPDSET,2,yes,3,24
YPDSET,2,yes,4,24
YPDSET,2,yes,5,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,1,24
YPDSET,2,yes,4,24
YPDSET,2,yes,2,24
YPDSET,2,yes,3,24
YPDSET,2,yes,3,24
YPDSET,2,yes,1,24
YPDSET,2,yes,2,24
YPDSET,2,yes,3,24
YPDSET,2,yes,2,24
YPDSET,2,yes,1,24
YPDSET,2,yes,7,24
YPDSET,2,yes,2,24
YPDSET,2,yes,5,24
YPDSET,2,yes,4,24
YPDSET,2,yes,6,24
YPDSET,3,yes,10,24
YPDSET,3,yes,4,24
YPDSET,3,yes,3,24
YPDSET,3,yes,1,24
YPDSET,3,yes,4,24
YPDSET,3,yes,8,24
YPDSET,3,yes,2,24
YPDSET,3,yes,2,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,1,24
YPDSET,3,yes,1,24
YPDSET,3,yes,16,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,4,24
YPDSET,3,yes,7,24
YPDSET,3,yes,4,24
YPDSET,3,yes,1,24
YPDSET,3,yes,1,24
YPDSET,3,yes,2,24
YPDSET,3,yes,5,24
YPDSET,3,yes,5,24
YPDSET,3,yes,2,24
YPDSET,3,yes,3,24
YPDSET,3,yes,2,24
YPDSET,3,yes,2,24
YPDSET,3,yes,8,24
YPDSET,3,yes,11,24
YPDSET,3,yes,7,24
YPDSET,3,yes,4,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,5,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,18,24
YPDSET,3,yes,3,24
YPDSET,3,yes,1,24
YPDSET,3,yes,9,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,4,24
YPDSET,3,yes,4,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,4,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,27,24
YPDSET,3,yes,1,24
YPDSET,3,yes,2,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,4,24
YPDSET,3,yes,5,24
YPDSET,3,yes,3,24
YPDSET,3,yes,11,24
YPDSET,3,yes,1,24
YPDSET,3,yes,2,24
YPDSET,3,yes,5,24
YPDSET,3,yes,2,24
YPDSET,3,yes,4,24
YPDSET,3,yes,4,24
YPDSET,3,yes,3,24
YPDSET,3,yes,1,24
YPDSET,3,yes,1,24
YPDSET,3,yes,5,24
YPDSET,3,yes,4,24
YPDSET,3,yes,2,24
YPDSET,3,yes,1,24
YPDSET,3,yes,4,24
YPDSET,3,yes,1,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,4,24
YPDSET,3,yes,4,24
YPDSET,3,yes,4,24
YPDSET,3,yes,4,24
YPDSET,3,yes,3,24
YPDSET,3,yes,9,24
YPDSET,3,yes,4,24
YPDSET,3,yes,3,24
YPDSET,3,yes,12,24
YPDSET,3,yes,4,24
YPDSET,3,yes,3,24
YPDSET,3,yes,3,24
YPDSET,3,yes,1,24
YPDSET,3,yes,1,24
YPDSET,3,yes,6,24
YPDSET,3,yes,4,24
YPDSET,3,yes,1,24
YPDSET,3,yes,3,24
YPDSET,3,yes,4,24
YPDSET,3,yes,1,24
YPDSET,3,yes,2,24
YPDSET,4,yes,9,24
YPDSET,4,yes,1,24
YPDSET,4,yes,8,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,2,24
YPDSET,4,yes,2,24
YPDSET,4,yes,4,24
YPDSET,4,yes,3,24
YPDSET,4,yes,3,24
YPDSET,4,yes,4,24
YPDSET,4,yes,6,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,2,24
YPDSET,4,yes,4,24
YPDSET,4,yes,3,24
YPDSET,4,yes,12,24
YPDSET,4,yes,8,24
YPDSET,4,yes,7,24
YPDSET,4,yes,2,24
YPDSET,4,yes,2,24
YPDSET,4,yes,9,24
YPDSET,4,yes,8,24
YPDSET,4,yes,6,24
YPDSET,4,yes,1,24
YPDSET,4,yes,3,24
YPDSET,4,yes,3,24
YPDSET,4,yes,3,24
YPDSET,4,yes,1,24
YPDSET,4,yes,3,24
YPDSET,4,yes,2,24
YPDSET,4,yes,6,24
YPDSET,4,yes,6,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,2,24
YPDSET,4,yes,3,24
YPDSET,4,yes,4,24
YPDSET,4,yes,2,24
YPDSET,4,yes,3,24
YPDSET,4,yes,1,24
YPDSET,4,yes,6,24
YPDSET,4,yes,4,24
YPDSET,4,yes,7,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,3,24
YPDSET,4,yes,9,24
YPDSET,4,yes,4,24
YPDSET,4,yes,2,24
YPDSET,4,yes,8,24
YPDSET,4,yes,5,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,8,24
YPDSET,4,yes,2,24
YPDSET,4,yes,2,24
YPDSET,4,yes,3,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,3,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,3,24
YPDSET,4,yes,4,24
YPDSET,4,yes,1,24
YPDSET,4,yes,5,24
YPDSET,4,yes,5,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,4,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,4,24
YPDSET,4,yes,2,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,23,24
YPDSET,4,yes,5,24
YPDSET,4,yes,1,24
YPDSET,4,yes,1,24
YPDSET,4,yes,4,24
YPDSET,4,yes,1,24
YPDSET,4,yes,2,24
YPDSET,4,yes,6,24
YPDSET,4,yes,5,24
YPDSET,4,yes,1,24
YPDSET,4,yes,3,24
YPDSET,4,yes,4,24
GAL,5,no,2,24
GAL,5,no,4,24
GAL,5,no,5,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,4,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,5,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,10,24
GAL,5,no,2,24
GAL,5,no,5,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,5,24
GAL,5,no,4,24
GAL,5,no,4,24
GAL,5,no,3,24
GAL,5,no,1,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,4,24
GAL,5,no,4,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,1,24
GAL,5,no,6,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,5,24
GAL,5,no,1,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,5,24
GAL,5,no,8,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,4,24
GAL,5,no,4,24
GAL,5,no,4,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,5,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,1,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,4,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,4,24
GAL,5,no,4,24
GAL,5,no,11,24
GAL,5,no,7,24
GAL,5,no,1,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,4,24
GAL,5,no,4,24
GAL,5,no,5,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,2,24
GAL,5,no,5,24
GAL,5,no,4,24
GAL,5,no,7,24
GAL,5,no,4,24
GAL,5,no,5,24
GAL,5,no,3,24
GAL,5,no,18,24
GAL,5,no,5,24
GAL,5,no,3,24
GAL,5,no,4,24
GAL,5,no,3,24
GAL,5,no,3,24
GAL,5,no,2,24
GAL,5,no,5,24
GAL,5,no,2,24
GAL,6,no,4,24
GAL,6,no,4,24
GAL,6,no,4,24
GAL,6,no,2,24
GAL,6,no,4,24
GAL,6,no,1,24
GAL,6,no,2,24
GAL,6,no,2,24
GAL,6,no,4,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,5,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,5,24
GAL,6,no,4,24
GAL,6,no,2,24
GAL,6,no,2,24
GAL,6,no,6,24
GAL,6,no,2,24
GAL,6,no,4,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,11,24
GAL,6,no,11,24
GAL,6,no,2,24
GAL,6,no,5,24
GAL,6,no,2,24
GAL,6,no,4,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,1,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,4,24
GAL,6,no,10,24
GAL,6,no,7,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,6,24
GAL,6,no,2,24
GAL,6,no,2,24
GAL,6,no,5,24
GAL,6,no,2,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,5,24
GAL,6,no,3,24
GAL,6,no,1,24
GAL,6,no,3,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,2,24
GAL,6,no,2,24
GAL,6,no,4,24
GAL,6,no,4,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,1,24
GAL,6,no,4,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,5,24
GAL,6,no,8,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,5,24
GAL,6,no,4,24
GAL,6,no,4,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,1,24
GAL,6,no,3,24
GAL,6,no,2,24
GAL,6,no,4,24
GAL,6,no,2,24
GAL,6,no,3,24
GAL,6,no,4,24
GAL,6,no,1,24
GAL,6,no,5,24
GAL,6,no,2,24
GAL,7,no,4,24
GAL,7,no,5,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,1,24
GAL,7,no,1,24
GAL,7,no,5,24
GAL,7,no,4,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,1,24
GAL,7,no,4,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,6,24
GAL,7,no,3,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,1,24
GAL,7,no,3,24
GAL,7,no,4,24
GAL,7,no,2,24
GAL,7,no,6,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,3,24
GAL,7,no,6,24
GAL,7,no,3,24
GAL,7,no,3,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,7,24
GAL,7,no,5,24
GAL,7,no,2,24
GAL,7,no,5,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,4,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,1,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,4,24
GAL,7,no,1,24
GAL,7,no,1,24
GAL,7,no,7,24
GAL,7,no,3,24
GAL,7,no,4,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,4,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,4,24
GAL,7,no,9,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,4,24
GAL,7,no,3,24
GAL,7,no,5,24
GAL,7,no,4,24
GAL,7,no,4,24
GAL,7,no,1,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,4,24
GAL,7,no,2,24
GAL,7,no,3,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,7,no,2,24
GAL,8,no,4,24
GAL,8,no,3,24
GAL,8,no,2,24
GAL,8,no,2,24
GAL,8,no,3,24
GAL,8,no,3,24
GAL,8,no,3,24
